id,name,group,avg_min
255,Grant Hill,0,27.83951882845188
1627820,Tyrone Wallace,0,16.07503623188406
2754,Tony Allen,3,23.67689633767846
1628439,Isaiah Hicks,3,12.943015873015874
406,Shaquille O'Neal,4,22.04346441947565
2403,Nene,4,24.64556862745098
101124,Hakim Warrick,4,18.10353120243531
201593,Nikola Pekovic,4,24.939506172839504
436,Juwan Howard,3,14.932858585858586
202345,Damion James,3,16.004102564102563
1499,Tony Battie,3,10.0693125
202686,Jan Vesely,3,15.156183127572016
467,Jason Kidd,1,31.532108362779734
2581,Steve Blake,1,22.545181885671862
2224,Jamaal Tinsley,1,16.348164414414413
1715,Jason Williams,1,18.33051987767584
686,Antonio McDyess,3,20.023888888888887
202730,Lavoy Allen,3,17.79499140893471
200777,Joel Freeland,3,11.985755555555556
101130,Johan Petro,3,12.811124794745483
689,Theo Ratliff,3,14.858954802259886
2046,Desmond Mason,3,13.1
201880,Greg Stiemsma,3,15.014064039408868
2408,Melvin Ely,3,12.30390625
703,Kurt Thomas,3,15.992344236760124
201187,Dominic McGuire,3,13.377012089810018
708,Kevin Garnett,4,26.49379197379197
1628976,Wendell Carter Jr.,4,25.222727272727276
101135,David Lee,4,29.985919753086417
1627734,Domantas Sabonis,4,23.006600877192984
711,Jerry Stackhouse,0,14.834008620689657
1627782,Wayne Selden,0,19.07994623655914
2484,Devin Brown,0,21.19983333333333
203484,Kentavious Caldwell-Pope,0,29.72238805970149
714,Michael Finley,0,15.414021739130431
203710,C.J. Williams,0,15.748459119496854
2562,Sasha Pavlovic,0,12.29789855072464
203503,Tony Snell,0,21.80257164404223
739,Rasheed Wallace,0,20.764216666666663
1627814,Damion Lee,0,16.58723404255319
101132,Linas Kleiza,0,22.82398148148148
2804,Andres Nocioni,0,17.598202380952383
947,Allen Iverson,2,30.868690476190476
201155,Rodney Stuckey,2,27.752642671854733
201196,Ramon Sessions,2,22.68273007856341
202809,Cory Higgins,2,10.33871212121212
948,Marcus Camby,3,25.20688372093023
1902,Jeff Foster,3,16.092128514056224
203961,Eric Moreland,3,10.771544715447154
201189,Aaron Gray,3,12.543174999999998
951,Ray Allen,0,31.41072625698324
203914,Gary Harris,0,28.42801178992497
202083,Wesley Matthews,0,32.5808864265928
201158,Marco Belinelli,0,24.078950022925262
956,Erick Dampier,3,18.00194214876033
201972,Jon Brockman,3,10.4657
201181,Chris Richard,3,12.426666666666668
201934,Hasheem Thabeet,3,10.507683109118084
959,Steve Nash,1,32.004528857479386
200765,Rajon Rondo,1,32.781689342403624
201937,Ricky Rubio,1,30.862911646586344
1884,Baron Davis,1,29.40533126293996
965,Derek Fisher,0,23.562609970674487
1515,Anthony Parker,0,27.76925287356321
202066,Garrett Temple,0,20.289286640726328
1627775,Patrick McCaw,0,15.493142250530784
977,Kobe Bryant,2,35.44298994974874
1626164,Devin Booker,2,32.88835784313726
201142,Kevin Durant,2,36.90791366906475
2546,Carmelo Anthony,2,35.56237055016181
978,Peja Stojakovic,0,27.1893085106383
203082,Terrence Ross,0,24.300571428571427
201961,Wayne Ellington,0,21.259109553478712
1627736,Malik Beasley,0,15.950680894308942
979,Jermaine O'Neal,4,22.4960626911315
201274,Ivan Johnson,4,15.75352
201579,Roy Hibbert,4,25.97978885135135
203156,Henry Sims,4,18.82444444444444
980,Zydrunas Ilgauskas,3,18.237135802469137
202336,Larry Sanders,3,19.55458333333333
1737,Nazr Mohammed,3,11.860241347905282
1627738,Deyonta Davis,3,12.141666666666666
1088,Chucky Atkins,1,16.094916666666666
101179,Ronnie Price,1,15.289591836734694
2550,Kirk Hinrich,1,27.32697798025816
203521,Matthew Dellavedova,1,21.327548758865248
1112,Ben Wallace,3,22.669315315315316
203128,Furkan Aldemir,3,13.182764227642275
1903,Kenny Thomas,3,12.04551282051282
1495,Tim Duncan,4,28.85978025693036
2200,Pau Gasol,4,31.43434839044652
203994,Jusuf Nurkic,4,22.912827956989247
202328,Greg Monroe,4,27.65727416798732
1497,Chauncey Billups,2,29.777289644012946
1938,Manu Ginobili,2,23.5278209556707
203915,Spencer Dinwiddie,2,24.38048089591568
101150,Lou Williams,2,26.903552631578947
1501,Tim Thomas,2,15.845277777777776
202711,Bojan Bogdanovic,2,27.78214824120603
202694,Marcus Morris Sr.,2,26.51099388379205
1627759,Jaylen Brown,2,24.42876319758673
1503,Tracy McGrady,1,20.744188311688312
1628401,Derrick White,1,22.222638888888888
202323,Evan Turner,1,27.240755587949465
2738,Andre Iguodala,1,30.80154778887304
1628969,Mikal Bridges,0,29.477012195121947
1533,Anthony Johnson,1,13.09758064516129
201986,Nando De Colo,1,11.887913165266106
203499,Shane Larkin,1,19.095071895424837
203526,Raul Neto,1,14.152001675041875
1536,Stephen Jackson,2,30.60620801033592
2436,Flip Murray,2,22.30771111111111
203895,Jordan McRae,2,10.608158914728682
203114,Khris Middleton,2,31.71488644688645
1563,Kevin Ollie,3,10.528533333333332
2624,Quinton Ross,3,10.402291666666668
202732,DeAndre Liggins,3,10.771704331450094
2239,Trenton Hassell,3,21.274262820512824
1630,Mikki Moore,3,17.448833333333333
2735,Josh Childress,3,14.237704402515725
201153,Julian Wright,3,13.63884722222222
1627778,Chinanu Onuaku,3,12.194444444444445
1710,Mike Bibby,1,25.3056783919598
204060,Joe Ingles,1,24.709170771756977
1629059,Elie Okobo,1,18.079056603773587
203957,Dante Exum,1,19.33028594771242
1712,Antawn Jamison,2,29.06013450292397
202699,Tobias Harris,2,30.41980698529412
200745,Andrea Bargnani,2,30.0035162601626
1628367,Josh Jackson,2,25.30349358974359
1713,Vince Carter,2,23.033629682313894
1627752,Taurean Prince,2,25.49874149659864
1628416,Tyler Dorsey,2,16.077532051282052
203918,Rodney Hood,2,27.208453125
203580,Larry Drew II,1,13.14310606060606
1716,Larry Hughes,1,22.742561728395064
201228,C.J. Watson,1,20.05858843537415
201588,George Hill,1,29.58664869029276
201573,Jerryd Bayless,1,22.242201257861637
1717,Dirk Nowitzki,2,30.25755017131669
204001,Kristaps Porzingis,2,30.98948028673835
202695,Kawhi Leonard,4,30.843879371877232
201572,Brook Lopez,4,31.010795155344915
1718,Paul Pierce,2,28.969682389937105
202330,Gordon Hayward,2,30.61250424448217
201568,Danilo Gallinari,2,31.92759935897436
1629019,Allonzo Trier,2,22.79005208333333
1729,Ricky Davis,0,13.856296296296296
2422,John Salmons,0,29.0639393939394
204098,Xavier Munford,0,13.252333333333334
201584,Courtney Lee,0,27.683199530516436
1733,Al Harrington,2,24.70772727272727
1628398,Kyle Kuzma,2,32.07079908675799
203087,Jeremy Lamb,2,20.46979310344828
1628374,Lauri Markkanen,2,30.85123611111111
201585,Kosta Koufos,3,16.794591194968554
203382,Aron Baynes,3,15.11775956284153
1740,Rashard Lewis,0,24.57685049019608
1627774,Jake Layman,0,12.312340425531914
200760,Rodney Carney,0,12.55077192982456
1627786,Troy Williams,0,16.33002314814815
1747,Rafer Alston,1,27.31673076923077
202721,Darius Morris,1,11.092626262626265
1802,Brad Miller,0,19.814989384288747
1628959,Rawle Alkins,0,12.035333333333332
201949,James Johnson,1,20.686131447587357
1627885,Shaquille Harrison,1,18.90048611111111
1853,Anthony Carter,1,13.796531531531532
2575,Luke Walton,1,12.109351851851851
1629001,De'Anthony Melton,1,19.6778
2768,Chris Duhon,1,21.55018355359765
1863,Earl Boykins,1,15.93412213740458
201938,Jonny Flynn,1,22.88902263374485
201954,Darren Collison,1,29.368109065155807
101198,Will Bynum,1,19.610731707317072
1882,Elton Brand,3,25.296513687600644
201577,Robin Lopez,3,24.132437352245866
201959,Taj Gibson,4,25.867171648550727
203092,Tyler Zeller,4,17.57338605028386
200826,J.J. Barea,2,21.031147286821707
101114,Deron Williams,2,33.726897627965045
201950,Jrue Holiday,2,33.09047875064004
1885,Lamar Odom,3,26.575399774774773
1628464,Daniel Theis,3,14.2884496124031
201150,Spencer Hawes,3,23.043812189054727
1626204,Larry Nance Jr.,3,22.85219638242894
1886,Jonathan Bender,0,11.697933333333332
1626147,Justin Anderson,0,13.225763888888888
201960,DeMarre Carroll,0,24.183236714975845
201956,Omri Casspi,0,20.34153038046564
1888,Richard Hamilton,2,27.01101489757914
101145,Monta Ellis,2,35.81659444444444
1629012,Collin Sexton,2,31.768577235772355
202779,Dwight Buycks,2,14.204013605442176
1889,Andre Miller,1,24.111152263374485
203901,Elfrid Payton,1,29.54398148148148
2551,T.J. Ford,1,21.104068627450975
101127,Jarrett Jack,1,27.438897058823528
1890,Shawn Marion,3,28.884383012820518
201160,Jason Smith,3,16.478466542750926
2545,Darko Milicic,3,21.725089743589745
2694,Josh Powell,3,10.62156779661017
1891,Jason Terry,0,24.36786808976464
200751,Randy Foye,0,24.329151785714284
1627812,Yogi Ferrell,0,22.83992462311557
1626196,Josh Richardson,0,30.695791505791505
1894,Corey Maggette,4,24.727750896057348
201942,DeMar DeRozan,2,34.13329555555556
2405,Amar'e Stoudemire,4,27.68348705501618
203507,Giannis Antetokounmpo,4,32.73177060931899
1897,Metta World Peace,0,26.880198105081828
1629133,Daryl Macon,0,11.230833333333331
202341,James Anderson,0,17.492840755735493
201162,Jared Dudley,0,24.266666666666666
1899,James Posey,0,20.401243386243383
1627733,Dragan Bender,0,20.2879044834308
2047,Quentin Richardson,0,21.60465201465201
1627827,Dorian Finney-Smith,0,22.270300546448087
2205,DeSagana Diop,3,10.92360805860806
1904,Devean George,0,16.904185185185185
2588,Matt Bonner,0,15.59271662763466
200761,Shawne Williams,0,19.546586879432624
1905,Andrei Kirilenko,3,27.761127450980396
2222,Gerald Wallace,3,32.034848066298345
1628021,David Nwaba,0,21.47109929078014
2563,Dahntay Jones,0,15.834496644295305
200768,Kyle Lowry,2,33.22683211678832
202339,Eric Bledsoe,2,27.9452460456942
1952,Raja Bell,0,28.46246913580247
203117,Doron Lamb,0,12.725883333333334
1626253,Axel Toupane,0,14.115533333333332
2030,Kenyon Martin,3,25.490757575757577
203135,Robert Sacre,3,14.52726631393298
101161,Amir Johnson,3,22.43242382901319
202344,Trevor Booker,3,20.438170426065163
2034,Mike Miller,0,18.3845122985581
1626192,Pat Connaughton,0,14.85388888888889
203123,Kostas Papanikolaou,0,15.789057971014492
203585,Rodney McGruder,0,23.54840534979424
2037,Jamal Crawford,2,26.83820512820513
201569,Eric Gordon,2,32.857260606060606
1626780,Jonathan Gibson,2,12.911666666666664
203897,Zach LaVine,2,29.93566552901024
2038,Joel Przybilla,3,16.27232371794872
2039,Keyon Dooling,1,18.66800900900901
2041,Etan Thomas,3,11.18925925925926
201157,Sean Williams,3,10.790860215053764
101131,Jason Maxiell,3,19.453923992673992
202716,Jordan Williams,3,14.763100775193797
2045,Hedo Turkoglu,1,24.334575471698116
201587,Nicolas Batum,0,33.090519922254614
201976,Patrick Beverley,1,28.31408333333333
203935,Marcus Smart,1,28.382622549019608
2048,Jamaal Magloire,3,10.12155303030303
201595,Joey Dorsey,3,11.677650918635171
202687,Bismack Biyombo,3,20.30114922813036
2050,Morris Peterson,0,19.90973333333333
201611,Henry Walker,0,18.42118421052632
2446,Rasual Butler,0,18.648953953953956
2554,Mickael Pietrus,0,21.250388601036267
2052,DeShawn Stevenson,0,17.11661865569273
2586,Keith Bogans,0,18.603673469387758
2203,Shane Battier,0,25.8933286908078
1628390,Terrance Ferguson,0,19.94067164179104
2059,Eduardo Najera,0,13.40691919191919
201964,Victor Claver,0,13.398041666666666
200081,Jamario Moon,3,17.32743489583333
1627855,Okaro White,3,12.659431818181815
2067,Eddie House,0,17.70274193548387
1627854,Bryn Forbes,0,20.67872053872054
204038,Langston Galloway,0,22.413358061325415
2072,Michael Redd,2,17.677320675105484
1628469,Antonio Blakeney,2,15.038640350877191
2137,Ime Udoka,3,12.070187265917603
200782,P.J. Tucker,3,29.45631268436578
202227,Terrel Harris,3,10.842142857142855
202361,Landry Fields,3,23.641850393700786
2198,Kwame Brown,3,19.51896551724138
101133,Ian Mahinmi,3,16.612097149505527
2365,Chris Andersen,3,17.983879781420764
202350,Daniel Orton,3,10.612908496732024
2199,Tyson Chandler,3,27.36793624161073
201600,Omer Asik,3,19.5695966029724
203105,Festus Ezeli,3,14.086755952380951
2202,Jason Richardson,0,30.73272327044025
2747,JR Smith,0,29.267640901771333
1627851,Mindaugas Kuzminskas,0,14.755917874396134
1628402,Frank Jackson,0,19.16169398907104
1626203,Treveon Graham,0,15.630426666666668
2740,Andris Biedrins,3,17.365934343434343
2207,Joe Johnson,2,32.661178425357875
201564,O.J. Mayo,2,29.62759899208063
201958,Rodrigue Beaubois,2,15.940451197053408
2209,Vladimir Radmanovic,0,15.655652557319222
1628425,Sterling Brown,0,16.16794642857143
2210,Richard Jefferson,0,22.72778051450465
1629006,Josh Okogie,0,23.74554054054054
101110,Martell Webster,0,24.79638425925926
203106,Jeffery Taylor,0,19.447373737373734
2211,Troy Murphy,0,22.343148148148146
203086,Meyers Leonard,0,15.539710144927536
1628391,D.J. Wilson,0,13.616238095238096
1628380,Zach Collins,0,16.79151515151515
2216,Zach Randolph,4,31.833374451754384
2430,Carlos Boozer,4,30.027789432789437
202683,Enes Kanter,4,22.21024585477416
101154,Andray Blatche,4,25.252728205128207
2217,Brendan Haywood,3,21.45149061032864
200749,Shelden Williams,3,16.28030214424951
202962,Greg Smith,3,12.311901565995528
203924,Jerami Grant,0,24.079157940663176
2223,Samuel Dalembert,3,21.8405974025974
202332,Cole Aldrich,3,10.002820512820511
202334,Ed Davis,3,20.2480464267084
203705,Josh Magette,1,12.009166666666664
203515,Phil Pressey,1,13.616475225225225
203088,Kendall Marshall,1,19.27052083333333
2225,Tony Parker,2,27.949169262720662
1628368,De'Aaron Fox,2,29.684242424242424
201952,Jeff Teague,2,27.720839193624
2229,Mike James,1,15.561549295774649
202714,Shelvin Mack,1,18.40588450292398
203898,Tyler Ennis,1,12.526801801801804
2749,Jameer Nelson,1,28.29784277879342
2230,Maurice Evans,0,18.232888257575755
101214,Jawad Williams,0,14.165416666666667
1628384,OG Anunoby,0,20.09736406619385
203138,Hollis Thompson,0,24.240371069182387
2407,Jared Jeffries,3,18.44038120567376
202327,Ekpe Udoh,3,14.830008703220193
2240,Gilbert Arenas,2,26.68547619047619
1628372,Dennis Smith Jr.,2,29.16049180327869
201943,Brandon Jennings,2,30.328333333333333
1628455,Mike James,2,19.06912037037037
2246,Mehmet Okur,4,26.903495145631062
202700,Donatas Motiejunas,0,18.18660026560425
203932,Aaron Gordon,0,27.85812805474096
1627737,Marquese Chriss,0,19.13229272419628
2248,Earl Watson,1,21.037485172004743
1628515,Isaiah Briscoe,1,14.33923076923077
2250,Bobby Simmons,0,15.633364779874212
203187,Chris Johnson,0,15.47530612244898
1626148,Anthony Brown,0,18.571341463414637
2294,Charlie Bell,0,19.7985
2306,Carlos Arroyo,1,20.36246323529412
203268,Jorge Gutierrez,1,10.24982269503546
203489,Nate Wolters,1,18.747857142857143
2366,Mike Wilks,0,14.766666666666666
1628414,Sindarius Thornwell,3,10.725048661800487
2863,Damien Wilkins,0,16.331027060270603
202082,Larry Owens,0,11.47061403508772
2397,Yao Ming,4,18.103666666666665
1628405,Johnathan Motley,4,10.054040404040403
2399,Mike Dunleavy,0,25.71197530864197
1626224,Cedi Osman,0,22.74748175182481
2772,Trevor Ariza,0,34.20676919408679
203098,John Jenkins,0,12.765204678362572
2400,Drew Gooden,4,20.67016129032258
1627746,Skal Labissiere,4,17.63791304347826
203093,Terrence Jones,4,23.77531339031339
200783,Craig Smith,4,13.42492156862745
1626178,Rondae Hollis-Jefferson,4,23.63842592592593
1628421,Devin Robinson,4,13.46625
2404,Chris Wilcox,3,15.25723148148148
202379,Jeremy Evans,3,10.506453333333331
201574,Jason Thompson,3,24.743025793650794
202389,Timofey Mozgov,3,18.006865342163355
1626149,Montrezl Harrell,4,19.19016993464052
2406,Caron Butler,0,26.865706429780037
201590,Donte Greene,0,17.806159052453467
201978,Chase Budinger,0,19.65115888615889
2419,Tayshaun Prince,0,28.47226957726958
201603,Sonny Weems,0,19.178440545808968
2605,Marquis Daniels,0,17.538673469387756
1628407,Dwayne Bacon,0,15.329861111111107
2420,Nenad Krstic,3,22.52785714285714
201591,DJ White,3,15.118435114503816
2427,Roger Mason Jr.,0,15.970590969455513
101128,Francisco Garcia,0,19.52960594315245
203493,Reggie Bullock,0,19.25497530864197
1629003,Shake Milton,0,13.41125
2429,Dan Gadzuric,3,10.391973684210528
2617,Udonis Haslem,3,18.572815261044177
2853,Earl Barron,3,14.60640804597701
203101,Miles Plumlee,3,16.3527408477842
2549,Chris Kaman,4,24.0432664756447
2431,David Andersen,0,12.265291262135923
202720,Jon Leuer,4,15.768342175066312
201957,Byron Mullens,0,18.236666666666668
203094,Andrew Nicholson,0,14.351355633802816
2732,Ben Gordon,2,22.79712909441233
2440,Matt Barnes,0,25.77341283863369
203998,Bruno Caboclo,0,14.672439613526567
203488,Mike Muscala,0,15.90026688453159
202357,Nemanja Bjelica,0,20.17900497512438
2443,Darius Songaila,3,17.415
2449,Luis Scola,4,25.025687967760508
2457,Jannero Pargo,2,12.686548269581056
101249,John Lucas III,1,13.397909760589318
201988,Patty Mills,2,19.00439393939394
1628988,Aaron Holiday,2,12.9166
1627789,Timothe Luwawu-Cabarrot,0,15.589269005847951
2501,Reggie Evans,3,18.674642857142857
2544,LeBron James,2,37.30999309392266
201566,Russell Westbrook,2,34.72008141112619
2548,Dwyane Wade,2,31.5884797979798
203948,Johnny O'Bryant III,3,11.458673469387756
2547,Chris Bosh,4,34.46428414096916
201576,Anthony Randolph,4,14.344779541446208
201565,Derrick Rose,2,32.47889964157706
203100,Tony Wroten,2,21.32038194444444
2744,Al Jefferson,4,29.335836197021763
2757,Beno Udrih,1,22.90628099173553
2553,Jarvis Hayes,0,22.944
203798,PJ Hairston,0,18.02156156156156
201858,Cartier Martin,0,14.691357142857145
2555,Nick Collison,3,17.566330188679245
203512,Lucas Nogueira,3,12.374309523809522
2556,Marcus Banks,2,10.623533333333333
203913,Jabari Brown,2,29.913771929824563
1626150,Andrew Harrison,1,20.59262068965517
201151,Acie Law,1,12.462142857142856
2557,Luke Ridnour,1,25.147548523206748
101109,Raymond Felton,1,26.912913466461852
2561,David West,4,26.539176860346583
1628385,Harry Giles III,4,14.137758620689656
1627835,Paul Zipser,0,17.01408163265306
201604,Chris Douglas-Roberts,0,21.32071161048689
202333,Xavier Henry,0,15.70462162162162
2564,Boris Diaw,1,25.512097130242825
202709,Cory Joseph,3,21.489192015209127
201177,Josh McRoberts,3,20.316454081632653
2566,Travis Outlaw,0,19.94281496062992
2568,Carlos Delfino,0,28.92625
203200,Justin Holiday,0,22.714934272300468
2756,Sasha Vujacic,0,14.850585774058578
2570,Kendrick Perkins,3,22.80703926282051
2571,Leandro Barbosa,2,17.45399061032864
203079,Dion Waiters,2,28.46310401310401
2572,Josh Howard,4,23.58984423676012
201814,Gary Forbes,2,13.548318318318318
201945,Gerald Henderson,2,25.91435705368289
201966,Jermaine Taylor,2,12.076051282051283
2574,Jason Kapono,0,12.560709876543209
1626173,Rashad Vaughn,0,12.023009592326138
1629102,Brandon Sampson,0,15.3075
204014,Damjan Rudez,0,11.22082191780822
2584,Willie Green,0,18.75504811898513
1628415,Dillon Brooks,0,26.797266666666665
202734,E'Twaun Moore,0,21.64898635477583
2585,Zaza Pachulia,3,19.65061143984221
203920,Khem Birch,3,13.27465579710145
1628389,Bam Adebayo,3,21.72705298013245
1626245,Cristiano Felicio,3,14.550110062893085
2590,Mo Williams,2,28.389242424242425
201166,Aaron Brooks,2,21.078151397011048
203504,Trey Burke,2,23.62355493998153
2592,James Jones,0,12.40011463844797
203518,Alex Abrines,0,15.963544061302684
1629130,Duncan Robinson,0,10.729111111111113
2594,Kyle Korver,0,25.69369534555712
201980,Danny Green,0,25.430158602150534
1629244,Cameron Reynolds,0,13.65517543859649
200758,Ronnie Brewer,1,21.35264129181084
200776,Mardy Collins,1,10.938217054263566
200767,Josh Boone,3,16.594656084656084
202810,D.J. Kennedy,3,29.43333333333333
202079,Antonio Anderson,3,14.616666666666667
203940,Adreian Payne,3,13.11260124610592
2730,Dwight Howard,4,33.53155416012559
200796,Leon Powe,4,11.2687
2731,Emeka Okafor,3,27.430619883040936
202684,Tristan Thompson,3,27.85394047619048
203186,Willie Reed,3,12.396085526315789
204028,Tarik Black,3,15.083189393939394
203095,Evan Fournier,2,27.971896425966445
